Дата      ;Расход    ;
17.09.2006; 13100.000;
18.09.2006; 12600.000;
19.09.2006; 12100.000;
20.09.2006; 11800.000;
21.09.2006; 11600.000;
22.09.2006; 11400.000;
23.09.2006; 11300.000;
24.09.2006; 11300.000;
25.09.2006; 11100.000;
26.09.2006; 10900.000;
27.09.2006; 10600.000;
28.09.2006; 10300.000;
29.09.2006; 10100.000;
30.09.2006;  9850.000;
01.10.2006;  9660.000;
02.10.2006;  9560.000;
03.10.2006;  9490.000;
04.10.2006;  9460.000;
05.10.2006;  9200.000;
06.10.2006;  9010.000;
07.10.2006;  8880.000;
08.10.2006;  8780.000;
09.10.2006;  8560.000;
10.10.2006;  8460.000;
11.10.2006;  8340.000;
12.10.2006;  8050.000;
13.10.2006;  7920.000;
14.10.2006;  7800.000;
15.10.2006;  7630.000;
16.10.2006;  7490.000;
17.10.2006;  7460.000;
18.10.2006;  7400.000;
19.10.2006;  7370.000;
20.10.2006;  7170.000;
21.10.2006;  7090.000;
22.10.2006;  7090.000;
23.10.2006;  7060.000;
24.10.2006;  7060.000;
25.10.2006;  6980.000;
26.10.2006;  6730.000;
27.10.2006;  6380.000;
28.10.2006;  6200.000;
29.10.2006;  6000.000;
30.10.2006;  5680.000;
01.11.2006;  5380.000;
02.11.2006;  5270.000;
03.11.2006;  5160.000;
04.11.2006;  4990.000;
05.11.2006;  5050.000;
06.11.2006;  5050.000;
07.11.2006;  4970.000;
08.11.2006;  4840.000;
09.11.2006;  4690.000;
10.11.2006;  4310.000;
11.11.2006;  3950.000;
12.11.2006;  3550.000;
13.11.2006;  3140.000;
14.11.2006;  2790.000;
15.11.2006;  2710.000;
16.11.2006;  2420.000;
17.11.2006;  2030.000;
18.11.2006;  1740.000;
19.11.2006;  1430.000;
20.11.2006;  1220.000;
21.11.2006;  1240.000;
22.11.2006;  1260.000;
23.11.2006;  1280.000;
24.11.2006;  1310.000;
25.11.2006;  1330.000;
26.11.2006;  1350.000;
27.11.2006;  1370.000;
28.11.2006;  1390.000;
29.11.2006;  1410.000;
30.11.2006;  1430.000;
01.12.2006;  1450.000;
02.12.2006;  1480.000;
03.12.2006;  1500.000;
04.12.2006;  1520.000;
05.12.2006;  1540.000;
06.12.2006;  1600.000;
07.12.2006;  1660.000;
08.12.2006;  1730.000;
09.12.2006;  1790.000;
10.12.2006;  1850.000;
11.12.2006;  1910.000;
12.12.2006;  1980.000;
13.12.2006;  2040.000;
14.12.2006;  2100.000;
15.12.2006;  2150.000;
16.12.2006;  2210.000;
17.12.2006;  2260.000;
18.12.2006;  2320.000;
19.12.2006;  2370.000;
20.12.2006;  2430.000;
21.12.2006;  2480.000;
22.12.2006;  2540.000;
23.12.2006;  2590.000;
24.12.2006;  2650.000;
25.12.2006;  2700.000;
26.12.2006;  2760.000;
27.12.2006;  2810.000;
28.12.2006;  2800.000;
29.12.2006;  2780.000;
30.12.2006;  2770.000;
01.01.2007;  2740.000;
02.01.2007;  2720.000;
03.01.2007;  2710.000;
04.01.2007;  2690.000;
05.01.2007;  2680.000;
06.01.2007;  2660.000;
07.01.2007;  2650.000;
08.01.2007;  2630.000;
09.01.2007;  2620.000;
10.01.2007;  2600.000;
11.01.2007;  2580.000;
12.01.2007;  2550.000;
13.01.2007;  2530.000;
14.01.2007;  2510.000;
15.01.2007;  2480.000;
16.01.2007;  2460.000;
17.01.2007;  2440.000;
18.01.2007;  2410.000;
19.01.2007;  2390.000;
20.01.2007;  2370.000;
21.01.2007;  2340.000;
22.01.2007;  2320.000;
23.01.2007;  2290.000;
24.01.2007;  2270.000;
25.01.2007;  2250.000;
26.01.2007;  2220.000;
27.01.2007;  2200.000;
28.01.2007;  2180.000;
29.01.2007;  2150.000;
30.01.2007;  2130.000;
01.02.2007;  2080.000;
02.02.2007;  2060.000;
03.02.2007;  2030.000;
04.02.2007;  2010.000;
05.02.2007;  1980.000;
06.02.2007;  1960.000;
07.02.2007;  1930.000;
08.02.2007;  1910.000;
09.02.2007;  1880.000;
10.02.2007;  1860.000;
11.02.2007;  1830.000;
12.02.2007;  1810.000;
13.02.2007;  1780.000;
14.02.2007;  1760.000;
15.02.2007;  1740.000;
16.02.2007;  1710.000;
17.02.2007;  1690.000;
18.02.2007;  1670.000;
19.02.2007;  1650.000;
20.02.2007;  1620.000;
21.02.2007;  1600.000;
22.02.2007;  1610.000;
23.02.2007;  1630.000;
24.02.2007;  1640.000;
25.02.2007;  1650.000;
26.02.2007;  1660.000;
27.02.2007;  1680.000;
28.02.2007;  1690.000;
29.02.2007;          ;
30.02.2007;          ;
01.03.2007;  1700.000;
02.03.2007;  1710.000;
03.03.2007;  1710.000;
04.03.2007;  1720.000;
05.03.2007;  1720.000;
06.03.2007;  1730.000;
07.03.2007;  1730.000;
08.03.2007;  1740.000;
09.03.2007;  1750.000;
10.03.2007;  1750.000;
11.03.2007;  1760.000;
12.03.2007;  1760.000;
13.03.2007;  1770.000;
14.03.2007;  1770.000;
15.03.2007;  1780.000;
16.03.2007;  1790.000;
17.03.2007;  1790.000;
18.03.2007;  1800.000;
19.03.2007;  1810.000;
20.03.2007;  1820.000;
21.03.2007;  1820.000;
22.03.2007;  1830.000;
23.03.2007;  1840.000;
24.03.2007;  1840.000;
25.03.2007;  1850.000;
26.03.2007;  1860.000;
27.03.2007;  1870.000;
28.03.2007;  1870.000;
29.03.2007;  1880.000;
30.03.2007;  1880.000;
01.04.2007;  1910.000;
02.04.2007;  1920.000;
03.04.2007;  1940.000;
04.04.2007;  2040.000;
05.04.2007;  2090.000;
06.04.2007;  2170.000;
07.04.2007;  2250.000;
08.04.2007;  2340.000;
09.04.2007;  2450.000;
10.04.2007;  2580.000;
11.04.2007;  2790.000;
12.04.2007;  3090.000;
13.04.2007;  3360.000;
14.04.2007;  3420.000;
15.04.2007;  3700.000;
16.04.2007;  3860.000;
17.04.2007;  4190.000;
18.04.2007;  4950.000;
19.04.2007;  6050.000;
20.04.2007;  8570.000;
21.04.2007;  9700.000;
22.04.2007;  9830.000;
23.04.2007; 11700.000;
24.04.2007; 11500.000;
25.04.2007; 10700.000;
26.04.2007;  9780.000;
27.04.2007;  9160.000;
28.04.2007;  9550.000;
29.04.2007; 10300.000;
30.04.2007; 10600.000;
01.05.2007; 11200.000;
02.05.2007; 11700.000;
03.05.2007; 11700.000;
04.05.2007; 11500.000;
05.05.2007; 11100.000;
06.05.2007; 10700.000;
07.05.2007; 10600.000;
08.05.2007; 10500.000;
09.05.2007; 10700.000;
10.05.2007; 11000.000;
11.05.2007; 11200.000;
12.05.2007; 11300.000;
13.05.2007; 11400.000;
14.05.2007; 11700.000;
15.05.2007; 11700.000;
16.05.2007; 11900.000;
17.05.2007; 12000.000;
18.05.2007; 11900.000;
19.05.2007; 11800.000;
20.05.2007; 11500.000;
21.05.2007; 11500.000;
22.05.2007; 11700.000;
23.05.2007; 11700.000;
24.05.2007; 12000.000;
25.05.2007; 12600.000;
26.05.2007; 13500.000;
27.05.2007; 14200.000;
28.05.2007; 14700.000;
29.05.2007; 15500.000;
30.05.2007; 16200.000;
01.06.2007; 16600.000;
02.06.2007; 16000.000;
03.06.2007; 15300.000;
04.06.2007; 14800.000;
05.06.2007; 14400.000;
06.06.2007; 14500.000;
07.06.2007; 14700.000;
08.06.2007; 14900.000;
09.06.2007; 14800.000;
10.06.2007; 14500.000;
11.06.2007; 14100.000;
12.06.2007; 13700.000;
13.06.2007; 13300.000;
14.06.2007; 12900.000;
15.06.2007; 12600.000;
16.06.2007; 12100.000;
17.06.2007; 11800.000;
18.06.2007; 11600.000;
19.06.2007; 11400.000;
20.06.2007; 11100.000;
21.06.2007; 10700.000;
22.06.2007; 10200.000;
23.06.2007;  9640.000;
24.06.2007;  9140.000;
25.06.2007;  8940.000;
26.06.2007;  9010.000;
27.06.2007;  9340.000;
28.06.2007;  9510.000;
29.06.2007;  9470.000;
30.06.2007;  9240.000;
01.07.2007;  9140.000;
02.07.2007;  9080.000;
03.07.2007;  9140.000;
04.07.2007;  9310.000;
05.07.2007;  9440.000;
06.07.2007;  9510.000;
07.07.2007;  9470.000;
08.07.2007;  9610.000;
09.07.2007;  9740.000;
10.07.2007;  9840.000;
11.07.2007;  9910.000;
12.07.2007;  9780.000;
13.07.2007;  9510.000;
14.07.2007;  9080.000;
15.07.2007;  8550.000;
16.07.2007;  8130.000;
17.07.2007;  7710.000;
18.07.2007;  7390.000;
19.07.2007;  7290.000;
20.07.2007;  7290.000;
21.07.2007;  7290.000;
22.07.2007;  7260.000;
23.07.2007;  7350.000;
24.07.2007;  7770.000;
25.07.2007;  8260.000;
26.07.2007;  8940.000;
27.07.2007;  9710.000;
28.07.2007; 10700.000;
29.07.2007; 11600.000;
30.07.2007; 12400.000;
01.08.2007; 14000.000;
02.08.2007; 14400.000;
03.08.2007; 14600.000;
04.08.2007; 14700.000;
05.08.2007; 14500.000;
06.08.2007; 14200.000;
07.08.2007; 13900.000;
08.08.2007; 13500.000;
09.08.2007; 13100.000;
10.08.2007; 12800.000;
11.08.2007; 12600.000;
12.08.2007; 12600.000;
13.08.2007; 12500.000;
14.08.2007; 12700.000;
15.08.2007; 12800.000;
16.08.2007; 12900.000;
17.08.2007; 12800.000;
18.08.2007; 12600.000;
19.08.2007; 12700.000;
20.08.2007; 12800.000;
21.08.2007; 12800.000;
22.08.2007; 13000.000;
23.08.2007; 13200.000;
24.08.2007; 13300.000;
25.08.2007; 13400.000;
26.08.2007; 13200.000;
27.08.2007; 12800.000;
28.08.2007; 12500.000;
29.08.2007; 12600.000;
30.08.2007; 13100.000;
01.09.2007; 14200.000;
02.09.2007; 14300.000;
03.09.2007; 14300.000;
04.09.2007; 14500.000;
05.09.2007; 14500.000;
06.09.2007; 14500.000;
07.09.2007; 14400.000;
08.09.2007; 14400.000;
09.09.2007; 14400.000;
10.09.2007; 14000.000;
11.09.2007; 13500.000;
12.09.2007; 12900.000;
13.09.2007; 12400.000;
14.09.2007; 12100.000;
15.09.2007; 11900.000;
16.09.2007; 11600.000;
17.09.2007; 11500.000;
18.09.2007; 11300.000;
19.09.2007; 11200.000;
20.09.2007; 10900.000;
21.09.2007; 10700.000;
22.09.2007; 10500.000;
23.09.2007; 10200.000;
24.09.2007; 10000.000;
25.09.2007;  9980.000;
26.09.2007;  9840.000;
27.09.2007;  9810.000;
28.09.2007;  9740.000;
29.09.2007;  9610.000;
30.09.2007;  9610.000;
01.10.2007;  9580.000;
02.10.2007;  9470.000;
03.10.2007;  9310.000;
04.10.2007;  9010.000;
05.10.2007;  8980.000;
06.10.2007;  8810.000;
07.10.2007;  8710.000;
08.10.2007;  8550.000;
09.10.2007;  8480.000;
10.10.2007;  8390.000;
11.10.2007;  8350.000;
12.10.2007;  8260.000;
13.10.2007;  8260.000;
14.10.2007;  8350.000;
15.10.2007;  7960.000;
16.10.2007;  7640.000;
17.10.2007;  7320.000;
18.10.2007;  7070.000;
19.10.2007;  6790.000;
20.10.2007;  6760.000;
21.10.2007;  6730.000;
22.10.2007;  6670.000;
23.10.2007;  6670.000;
24.10.2007;  6480.000;
25.10.2007;  6390.000;
26.10.2007;  6210.000;
27.10.2007;  5990.000;
28.10.2007;  5770.000;
29.10.2007;  5590.000;
30.10.2007;  5540.000;
01.11.2007;  5480.000;
02.11.2007;  5450.000;
03.11.2007;  5280.000;
04.11.2007;  5150.000;
05.11.2007;  5050.000;
06.11.2007;  4970.000;
07.11.2007;  4890.000;
08.11.2007;  4770.000;
09.11.2007;  4660.000;
10.11.2007;  4590.000;
11.11.2007;  4540.000;
12.11.2007;  4490.000;
13.11.2007;  4400.000;
14.11.2007;  3980.000;
15.11.2007;  3570.000;
16.11.2007;  2930.000;
17.11.2007;  2290.000;
18.11.2007;  1880.000;
19.11.2007;  1500.000;
20.11.2007;  1180.000;
21.11.2007;  1070.000;
22.11.2007;   873.000;
23.11.2007;   960.000;
24.11.2007;  1000.000;
25.11.2007;  1020.000;
26.11.2007;  1030.000;
27.11.2007;  1050.000;
28.11.2007;  1070.000;
29.11.2007;  1080.000;
30.11.2007;  1100.000;
01.12.2007;  1120.000;
02.12.2007;  1140.000;
03.12.2007;  1150.000;
04.12.2007;  1170.000;
05.12.2007;  1190.000;
06.12.2007;  1200.000;
07.12.2007;  1220.000;
08.12.2007;  1240.000;
09.12.2007;  1250.000;
10.12.2007;  1270.000;
11.12.2007;  1290.000;
12.12.2007;  1320.000;
13.12.2007;  1340.000;
14.12.2007;  1370.000;
15.12.2007;  1390.000;
16.12.2007;  1420.000;
17.12.2007;  1440.000;
18.12.2007;  1470.000;
19.12.2007;  1490.000;
20.12.2007;  1520.000;
21.12.2007;  1540.000;
22.12.2007;  1570.000;
23.12.2007;  1590.000;
24.12.2007;  1620.000;
25.12.2007;  1640.000;
26.12.2007;  1670.000;
27.12.2007;  1690.000;
28.12.2007;  1690.000;
29.12.2007;  1690.000;
30.12.2007;  1690.000;
01.01.2008;  1680.000;
02.01.2008;  1680.000;
03.01.2008;  1680.000;
04.01.2008;  1680.000;
05.01.2008;  1680.000;
06.01.2008;  1670.000;
07.01.2008;  1670.000;
08.01.2008;  1670.000;
09.01.2008;  1670.000;
10.01.2008;  1670.000;
11.01.2008;  1670.000;
12.01.2008;  1660.000;
13.01.2008;  1660.000;
14.01.2008;  1660.000;
15.01.2008;  1660.000;
16.01.2008;  1660.000;
17.01.2008;  1660.000;
18.01.2008;  1660.000;
19.01.2008;  1660.000;
20.01.2008;  1660.000;
21.01.2008;  1660.000;
22.01.2008;  1660.000;
23.01.2008;  1670.000;
24.01.2008;  1670.000;
25.01.2008;  1670.000;
26.01.2008;  1670.000;
27.01.2008;  1670.000;
28.01.2008;  1670.000;
29.01.2008;  1670.000;
30.01.2008;  1650.000;
01.02.2008;  1620.000;
02.02.2008;  1600.000;
03.02.2008;  1580.000;
04.02.2008;  1570.000;
05.02.2008;  1550.000;
06.02.2008;  1530.000;
07.02.2008;  1520.000;
08.02.2008;  1500.000;
09.02.2008;  1480.000;
10.02.2008;  1460.000;
11.02.2008;  1450.000;
12.02.2008;  1430.000;
13.02.2008;  1440.000;
14.02.2008;  1440.000;
15.02.2008;  1450.000;
16.02.2008;  1450.000;
17.02.2008;  1460.000;
18.02.2008;  1460.000;
19.02.2008;  1470.000;
20.02.2008;  1480.000;
21.02.2008;  1480.000;
22.02.2008;  1490.000;
23.02.2008;  1490.000;
24.02.2008;  1500.000;
25.02.2008;  1500.000;
26.02.2008;  1510.000;
27.02.2008;  1500.000;
28.02.2008;  1490.000;
29.02.2008;  1490.000;
30.02.2008;          ;
01.03.2008;  1480.000;
02.03.2008;  1470.000;
03.03.2008;  1460.000;
04.03.2008;  1450.000;
05.03.2008;  1450.000;
06.03.2008;  1440.000;
07.03.2008;  1430.000;
08.03.2008;  1420.000;
09.03.2008;  1410.000;
10.03.2008;  1410.000;
11.03.2008;  1400.000;
12.03.2008;  1390.000;
13.03.2008;  1380.000;
14.03.2008;  1360.000;
15.03.2008;  1350.000;
16.03.2008;  1340.000;
17.03.2008;  1330.000;
18.03.2008;  1310.000;
19.03.2008;  1300.000;
20.03.2008;  1310.000;
21.03.2008;  1310.000;
22.03.2008;  1320.000;
23.03.2008;  1330.000;
24.03.2008;  1360.000;
25.03.2008;  1380.000;
26.03.2008;  1450.000;
27.03.2008;  1470.000;
28.03.2008;  1540.000;
29.03.2008;  1560.000;
30.03.2008;  1610.000;
01.04.2008;  1780.000;
02.04.2008;  1850.000;
03.04.2008;  1990.000;
04.04.2008;  2130.000;
05.04.2008;  2210.000;
06.04.2008;  2210.000;
07.04.2008;  2960.000;
08.04.2008;  4000.000;
09.04.2008;  4000.000;
10.04.2008;  4050.000;
11.04.2008;  4450.000;
12.04.2008;  4630.000;
13.04.2008;  4890.000;
14.04.2008;  5010.000;
15.04.2008;  4290.000;
16.04.2008;  3940.000;
17.04.2008;  4130.000;
18.04.2008;  4070.000;
19.04.2008;  3860.000;
20.04.2008;  3940.000;
21.04.2008;  3970.000;
22.04.2008;  3890.000;
23.04.2008;  3860.000;
24.04.2008;  4020.000;
25.04.2008;  4050.000;
26.04.2008;  4130.000;
27.04.2008;  4230.000;
28.04.2008;  4460.000;
29.04.2008;  4590.000;
30.04.2008;  4570.000;
01.05.2008;  4530.000;
02.05.2008;  4410.000;
03.05.2008;  4250.000;
04.05.2008;  4040.000;
05.05.2008;  3910.000;
06.05.2008;  3920.000;
07.05.2008;  4080.000;
08.05.2008;  4410.000;
09.05.2008;  4640.000;
10.05.2008;  5350.000;
11.05.2008;  5700.000;
12.05.2008;  5920.000;
13.05.2008;  6020.000;
14.05.2008;  5920.000;
15.05.2008;  5890.000;
16.05.2008;  5790.000;
17.05.2008;  5650.000;
18.05.2008;  5740.000;
19.05.2008;  5790.000;
20.05.2008;  5840.000;
21.05.2008;  5950.000;
22.05.2008;  5870.000;
23.05.2008;  5790.000;
24.05.2008;  5790.000;
25.05.2008;  5820.000;
26.05.2008;  5890.000;
27.05.2008;  5700.000;
28.05.2008;  5630.000;
29.05.2008;  5700.000;
30.05.2008;  5890.000;
01.06.2008;  6050.000;
02.06.2008;  6230.000;
03.06.2008;  6420.000;
04.06.2008;  6560.000;
05.06.2008;  6640.000;
06.06.2008;  6640.000;
07.06.2008;  6590.000;
08.06.2008;  6530.000;
09.06.2008;  6480.000;
10.06.2008;  6450.000;
11.06.2008;  6280.000;
12.06.2008;  6230.000;
13.06.2008;  6340.000;
14.06.2008;  6560.000;
15.06.2008;  6610.000;
16.06.2008;  6560.000;
17.06.2008;  6420.000;
18.06.2008;  6210.000;
19.06.2008;  6050.000;
20.06.2008;  5790.000;
21.06.2008;  5630.000;
22.06.2008;  5490.000;
23.06.2008;  5400.000;
24.06.2008;  5350.000;
25.06.2008;  5260.000;
26.06.2008;  5130.000;
27.06.2008;  5040.000;
28.06.2008;  4930.000;
29.06.2008;  4760.000;
30.06.2008;  4610.000;
01.07.2008;  4480.000;
02.07.2008;  4390.000;
03.07.2008;  4310.000;
04.07.2008;  4260.000;
05.07.2008;  4200.000;
06.07.2008;  4160.000;
07.07.2008;  4150.000;
08.07.2008;  4120.000;
09.07.2008;  4100.000;
10.07.2008;  4070.000;
11.07.2008;  4100.000;
12.07.2008;  4200.000;
13.07.2008;  4280.000;
14.07.2008;  4300.000;
15.07.2008;  4300.000;
16.07.2008;  4300.000;
17.07.2008;  4300.000;
18.07.2008;  4480.000;
19.07.2008;  4830.000;
20.07.2008;  5580.000;
21.07.2008;  6480.000;
22.07.2008;  7230.000;
23.07.2008;  7750.000;
24.07.2008;  8110.000;
25.07.2008;  8200.000;
26.07.2008;  8200.000;
27.07.2008;  8170.000;
28.07.2008;  8080.000;
29.07.2008;  7990.000;
30.07.2008;  7840.000;
01.08.2008;  7150.000;
02.08.2008;  7090.000;
03.08.2008;  7000.000;
04.08.2008;  7060.000;
05.08.2008;  7200.000;
06.08.2008;  7490.000;
07.08.2008;  7990.000;
08.08.2008;  8290.000;
09.08.2008;  8440.000;
10.08.2008;  8470.000;
11.08.2008;  8470.000;
12.08.2008;  8530.000;
13.08.2008;  8560.000;
14.08.2008;  8440.000;
15.08.2008;  8380.000;
16.08.2008;  8170.000;
17.08.2008;  7990.000;
18.08.2008;  7930.000;
19.08.2008;  7900.000;
20.08.2008;  7840.000;
21.08.2008;  7730.000;
22.08.2008;  7640.000;
23.08.2008;  7490.000;
24.08.2008;  7370.000;
25.08.2008;  7150.000;
26.08.2008;  6860.000;
27.08.2008;  6560.000;
28.08.2008;  6280.000;
29.08.2008;  6080.000;
30.08.2008;  5840.000;
01.09.2008;  5470.000;
02.09.2008;  5350.000;
03.09.2008;  5310.000;
04.09.2008;  5240.000;
05.09.2008;  5180.000;
06.09.2008;  5130.000;
07.09.2008;  5090.000;
08.09.2008;  5240.000;
09.09.2008;  5310.000;
10.09.2008;  5240.000;
11.09.2008;  5240.000;
12.09.2008;  5380.000;
13.09.2008;  5630.000;
14.09.2008;  6000.000;
15.09.2008;  6450.000;
16.09.2008;  6810.000;
17.09.2008;  7000.000;
18.09.2008;  7060.000;
19.09.2008;  7120.000;
20.09.2008;  7120.000;
21.09.2008;  7150.000;
22.09.2008;  7030.000;
23.09.2008;  7060.000;
24.09.2008;  7090.000;
25.09.2008;  6950.000;
26.09.2008;  6920.000;
27.09.2008;  7060.000;
28.09.2008;  7260.000;
29.09.2008;  7520.000;
30.09.2008;  7840.000;
01.10.2008;  7990.000;
02.10.2008;  8020.000;
03.10.2008;  7900.000;
04.10.2008;  7780.000;
05.10.2008;  7750.000;
06.10.2008;  7670.000;
07.10.2008;  7550.000;
08.10.2008;  7370.000;
09.10.2008;  7150.000;
10.10.2008;  7090.000;
11.10.2008;  6950.000;
12.10.2008;  6810.000;
13.10.2008;  6390.000;
14.10.2008;  6230.000;
15.10.2008;  6100.000;
16.10.2008;  5950.000;
17.10.2008;  5870.000;
18.10.2008;  5680.000;
19.10.2008;  5720.000;
20.10.2008;  5700.000;
21.10.2008;  5680.000;
22.10.2008;  5650.000;
23.10.2008;  5610.000;
24.10.2008;  5650.000;
25.10.2008;  5630.000;
26.10.2008;  5630.000;
27.10.2008;  5380.000;
28.10.2008;  5240.000;
29.10.2008;  5130.000;
30.10.2008;  5090.000;
01.11.2008;  5070.000;
02.11.2008;  5070.000;
03.11.2008;  5090.000;
04.11.2008;  5090.000;
05.11.2008;  5070.000;
06.11.2008;  5070.000;
07.11.2008;  5090.000;
08.11.2008;  4990.000;
09.11.2008;  4610.000;
10.11.2008;  4290.000;
11.11.2008;  4000.000;
12.11.2008;  3710.000;
13.11.2008;  3460.000;
14.11.2008;  3190.000;
15.11.2008;  2920.000;
16.11.2008;  2600.000;
17.11.2008;  2250.000;
18.11.2008;  1820.000;
19.11.2008;  1420.000;
20.11.2008;  1260.000;
21.11.2008;  1270.000;
22.11.2008;  1280.000;
23.11.2008;  1280.000;
24.11.2008;  1290.000;
25.11.2008;  1300.000;
26.11.2008;  1310.000;
27.11.2008;  1320.000;
28.11.2008;  1330.000;
29.11.2008;  1330.000;
30.11.2008;  1340.000;
01.12.2008;  1350.000;
02.12.2008;  1360.000;
03.12.2008;  1370.000;
04.12.2008;  1380.000;
05.12.2008;  1380.000;
06.12.2008;  1390.000;
07.12.2008;  1400.000;
08.12.2008;  1410.000;
09.12.2008;  1430.000;
10.12.2008;  1450.000;
11.12.2008;  1470.000;
12.12.2008;  1490.000;
13.12.2008;  1510.000;
14.12.2008;  1530.000;
15.12.2008;  1550.000;
16.12.2008;  1560.000;
17.12.2008;  1580.000;
18.12.2008;  1600.000;
19.12.2008;  1620.000;
20.12.2008;  1640.000;
21.12.2008;  1660.000;
22.12.2008;  1680.000;
23.12.2008;  1700.000;
24.12.2008;  1710.000;
25.12.2008;  1720.000;
26.12.2008;  1720.000;
27.12.2008;  1730.000;
28.12.2008;  1740.000;
29.12.2008;  1750.000;
30.12.2008;  1750.000;
01.01.2009;  1770.000;
02.01.2009;  1780.000;
03.01.2009;  1790.000;
04.01.2009;  1790.000;
05.01.2009;  1800.000;
06.01.2009;  1810.000;
07.01.2009;  1820.000;
08.01.2009;  1820.000;
09.01.2009;  1830.000;
10.01.2009;  1840.000;
11.01.2009;  1850.000;
12.01.2009;  1850.000;
13.01.2009;  1860.000;
14.01.2009;  1870.000;
15.01.2009;  1860.000;
16.01.2009;  1850.000;
17.01.2009;  1840.000;
18.01.2009;  1830.000;
19.01.2009;  1820.000;
20.01.2009;  1810.000;
21.01.2009;  1800.000;
22.01.2009;  1780.000;
23.01.2009;  1770.000;
24.01.2009;  1760.000;
25.01.2009;  1750.000;
26.01.2009;  1740.000;
27.01.2009;  1730.000;
28.01.2009;  1720.000;
29.01.2009;  1710.000;
30.01.2009;  1700.000;
01.02.2009;  1690.000;
02.02.2009;  1690.000;
03.02.2009;  1680.000;
04.02.2009;  1670.000;
05.02.2009;  1670.000;
06.02.2009;  1660.000;
07.02.2009;  1660.000;
08.02.2009;  1650.000;
09.02.2009;  1640.000;
10.02.2009;  1640.000;
11.02.2009;  1630.000;
12.02.2009;  1630.000;
13.02.2009;  1620.000;
14.02.2009;  1600.000;
15.02.2009;  1590.000;
16.02.2009;  1570.000;
17.02.2009;  1550.000;
18.02.2009;  1530.000;
19.02.2009;  1520.000;
20.02.2009;  1500.000;
21.02.2009;  1480.000;
22.02.2009;  1470.000;
23.02.2009;  1450.000;
24.02.2009;  1430.000;
25.02.2009;  1410.000;
26.02.2009;  1400.000;
27.02.2009;  1380.000;
28.02.2009;  1360.000;
29.02.2009;          ;
30.02.2009;          ;
01.03.2009;  1340.000;
02.03.2009;  1330.000;
03.03.2009;  1310.000;
04.03.2009;  1310.000;
05.03.2009;  1320.000;
06.03.2009;  1320.000;
07.03.2009;  1320.000;
08.03.2009;  1330.000;
09.03.2009;  1330.000;
10.03.2009;  1330.000;
11.03.2009;  1340.000;
12.03.2009;  1340.000;
13.03.2009;  1340.000;
14.03.2009;  1340.000;
15.03.2009;  1350.000;
16.03.2009;  1350.000;
17.03.2009;  1350.000;
18.03.2009;  1360.000;
19.03.2009;  1360.000;
20.03.2009;  1380.000;
21.03.2009;  1410.000;
22.03.2009;  1430.000;
23.03.2009;  1450.000;
24.03.2009;  1470.000;
25.03.2009;  1500.000;
26.03.2009;  1520.000;
27.03.2009;  1540.000;
28.03.2009;  1560.000;
29.03.2009;  1590.000;
30.03.2009;  1610.000;
01.04.2009;  1650.000;
02.04.2009;  1680.000;
03.04.2009;  1700.000;
04.04.2009;  1720.000;
05.04.2009;  1730.000;
06.04.2009;  1860.000;
07.04.2009;  1890.000;
08.04.2009;  1930.000;
09.04.2009;  2010.000;
10.04.2009;  2140.000;
11.04.2009;  2290.000;
12.04.2009;  2470.000;
13.04.2009;  2730.000;
14.04.2009;  2920.000;
15.04.2009;  3230.000;
16.04.2009;  3510.000;
17.04.2009;  4020.000;
18.04.2009;  4980.000;
19.04.2009;  6100.000;
20.04.2009;  7620.000;
21.04.2009;  8630.000;
22.04.2009;  9320.000;
23.04.2009;  9020.000;
24.04.2009;  8160.000;
25.04.2009;  8130.000;
26.04.2009;  8220.000;
27.04.2009;  8770.000;
28.04.2009;  8870.000;
29.04.2009;  8180.000;
30.04.2009;  8950.000;
01.05.2009;  9850.000;
02.05.2009; 10700.000;
03.05.2009; 11100.000;
04.05.2009; 11200.000;
05.05.2009; 11300.000;
06.05.2009; 11400.000;
07.05.2009; 11700.000;
08.05.2009; 11900.000;
09.05.2009; 12000.000;
10.05.2009; 11900.000;
11.05.2009; 11900.000;
12.05.2009; 12000.000;
13.05.2009; 12200.000;
14.05.2009; 12500.000;
15.05.2009; 12500.000;
16.05.2009; 12600.000;
17.05.2009; 12500.000;
18.05.2009; 12300.000;
19.05.2009; 11900.000;
20.05.2009; 11500.000;
21.05.2009; 11200.000;
22.05.2009; 10900.000;
23.05.2009; 10500.000;
24.05.2009; 10200.000;
25.05.2009;  9790.000;
26.05.2009;  9540.000;
27.05.2009;  9290.000;
28.05.2009;  9050.000;
29.05.2009;  8830.000;
30.05.2009;  8800.000;
01.06.2009;  9080.000;
02.06.2009;  9140.000;
03.06.2009;  9110.000;
04.06.2009;  9020.000;
05.06.2009;  8860.000;
06.06.2009;  8530.000;
07.06.2009;  8440.000;
08.06.2009;  8290.000;
09.06.2009;  8230.000;
10.06.2009;  8180.000;
11.06.2009;  8150.000;
12.06.2009;  8200.000;
13.06.2009;  8260.000;
14.06.2009;  8320.000;
15.06.2009;  8410.000;
16.06.2009;  8560.000;
17.06.2009;  8830.000;
18.06.2009;  9260.000;
19.06.2009;  9570.000;
20.06.2009;  9760.000;
21.06.2009;  9980.000;
22.06.2009; 10200.000;
23.06.2009; 10400.000;
24.06.2009; 10800.000;
25.06.2009; 11400.000;
26.06.2009; 12100.000;
