Дата      ;Уровень;Уровень;Уровень;Темпер.;КСВО          ;
10.02.2007; 511   ; 511   ; 511   ;       ;16            ;
11.02.2007; 509   ; 509   ; 509   ;       ;16            ;
12.02.2007; 508   ; 508   ; 508   ;       ;16            ;
13.02.2007; 508   ; 508   ; 508   ;       ;16            ;
14.02.2007; 508   ; 508   ; 508   ;       ;16            ;
15.02.2007; 511   ; 511   ; 511   ;       ;16            ;
16.02.2007; 509   ; 509   ; 509   ;       ;16            ;
17.02.2007; 509   ; 509   ; 509   ;       ;16            ;
18.02.2007; 507   ; 507   ; 507   ;       ;16            ;
19.02.2007; 505   ; 505   ; 505   ;       ;16            ;
20.02.2007; 503   ; 503   ; 503   ;       ;16            ;
21.02.2007; 502   ; 502   ; 502   ;       ;16            ;
22.02.2007; 502   ; 502   ; 502   ;       ;16            ;
23.02.2007; 502   ; 502   ; 502   ;       ;16            ;
24.02.2007; 503   ; 503   ; 503   ;       ;16            ;
25.02.2007; 504   ; 504   ; 504   ;       ;16            ;
26.02.2007; 506   ; 506   ; 506   ;       ;16            ;
27.02.2007; 507   ; 507   ; 507   ;       ;16            ;
28.02.2007; 509   ; 509   ; 509   ;       ;16            ;
01.03.2007; 510   ; 510   ; 510   ;       ;16            ;
02.03.2007; 510   ; 510   ; 510   ;       ;16            ;
03.03.2007; 511   ; 511   ; 511   ;       ;16            ;
04.03.2007; 510   ; 510   ; 510   ;       ;16            ;
05.03.2007; 510   ; 510   ; 510   ;       ;16            ;
06.03.2007; 512   ; 512   ; 512   ;       ;16            ;
07.03.2007; 513   ; 513   ; 513   ;       ;16            ;
08.03.2007; 515   ; 515   ; 515   ;       ;16            ;
09.03.2007; 517   ; 517   ; 517   ;       ;16            ;
10.03.2007; 519   ; 519   ; 519   ;       ;16            ;
11.03.2007; 521   ; 521   ; 521   ;       ;16            ;
12.03.2007; 521   ; 521   ; 521   ;       ;16            ;
13.03.2007; 520   ; 520   ; 520   ;       ;16            ;
14.03.2007; 519   ; 519   ; 519   ;       ;16            ;
15.03.2007; 517   ; 517   ; 517   ;       ;16            ;
16.03.2007; 514   ; 514   ; 514   ;       ;16            ;
17.03.2007; 513   ; 513   ; 513   ;       ;16            ;
18.03.2007; 511   ; 511   ; 511   ;       ;16            ;
19.03.2007; 511   ; 511   ; 511   ;       ;16            ;
20.03.2007; 511   ; 511   ; 511   ;       ;16            ;
21.03.2007; 512   ; 512   ; 512   ;       ;16            ;
22.03.2007; 514   ; 514   ; 514   ;       ;16            ;
23.03.2007; 517   ; 517   ; 517   ;       ;15,16         ;
24.03.2007; 520   ; 520   ; 520   ;       ;15,16         ;
25.03.2007; 521   ; 521   ; 521   ;       ;15,16         ;
26.03.2007; 521   ; 521   ; 521   ;       ;15,16         ;
27.03.2007; 521   ; 521   ; 521   ;       ;15,16         ;
28.03.2007; 522   ; 522   ; 522   ;       ;15,16         ;
29.03.2007; 524   ; 524   ; 524   ;       ;15,16         ;
30.03.2007; 524   ; 524   ; 524   ;       ;15,16         ;
31.03.2007; 525   ; 525   ; 525   ;       ;15,16         ;
01.04.2007; 527   ; 527   ; 527   ;       ;15            ;
02.04.2007; 529   ; 529   ; 529   ;       ;15            ;
03.04.2007; 531   ; 531   ; 531   ;       ;15            ;
04.04.2007; 536   ; 536   ; 536   ;       ;15            ;
05.04.2007; 541   ; 541   ; 541   ;       ;15            ;
06.04.2007; 548   ; 548   ; 548   ;       ;15            ;
07.04.2007; 555   ; 555   ; 555   ;       ;15            ;
08.04.2007; 564   ; 564   ; 564   ;       ;15            ;
09.04.2007; 573   ; 573   ; 573   ;       ;15            ;
10.04.2007; 584   ; 584   ; 584   ;       ;23            ;
11.04.2007; 602   ; 602   ; 602   ;       ;23            ;
12.04.2007; 620   ; 620   ; 620   ;       ;23            ;
13.04.2007; 641   ; 639   ; 642   ;       ;23            ;
14.04.2007; 646   ; 646   ; 646   ;       ;23            ;
15.04.2007; 657   ; 657   ; 663   ;       ;23            ;
16.04.2007; 665   ; 665   ; 665   ;       ;23            ;
17.04.2007; 675   ; 675   ; 675   ;       ;26,25         ;
18.04.2007; 710   ; 692   ; 727   ;       ;26,25         ;
19.04.2007; 743   ; 739   ; 777   ;       ;26,25         ;
20.04.2007; 826   ; 831   ; 843   ;       ;12, 9,26,25   ;
21.04.2007; 812   ; 792   ; 815   ;       ; 8,27         ;
22.04.2007; 775   ; 760   ; 775   ;       ; 9, 8,27      ;
23.04.2007; 797   ; 790   ; 810   ;       ; 9,27         ;
24.04.2007; 773   ; 773   ; 773   ;       ; 8            ;
25.04.2007; 733   ; 733   ; 733   ;       ; 8            ;
26.04.2007; 694   ; 694   ; 694   ;       ; 8            ;
27.04.2007; 669   ; 669   ; 669   ;       ; 8            ;
28.04.2007; 675   ; 670   ; 683   ;       ;29            ;
29.04.2007; 691   ; 691   ; 691   ;       ;29            ;
30.04.2007; 701   ; 701   ; 701   ;       ;29            ;
01.05.2007; 717   ; 717   ; 717   ;       ;29            ;
02.05.2007; 730   ; 730   ; 730   ;       ;29            ;
03.05.2007; 730   ; 730   ; 730   ;       ;29            ;
04.05.2007; 726   ; 726   ; 726   ;       ;29            ;
05.05.2007; 713   ; 713   ; 713   ;       ;29            ;
06.05.2007; 703   ; 703   ; 703   ;       ;29            ;
07.05.2007; 699   ; 699   ; 699   ;       ;29            ;
08.05.2007; 698   ; 698   ; 698   ;       ;29            ;
09.05.2007; 704   ; 704   ; 704   ;       ;29            ;
10.05.2007; 711   ; 711   ; 711   ;       ;29            ;
11.05.2007; 716   ; 716   ; 716   ;       ;29            ;
12.05.2007; 720   ; 720   ; 720   ;       ;29            ;
13.05.2007; 723   ; 723   ; 723   ;       ;29            ;
14.05.2007; 730   ; 730   ; 730   ;       ;29            ;
15.05.2007; 732   ; 732   ; 732   ;       ;29            ;
16.05.2007; 736   ; 736   ; 736   ;       ;29            ;
17.05.2007; 739   ; 739   ; 739   ;       ;29            ;
18.05.2007; 738   ; 738   ; 738   ;       ;30            ;
19.05.2007; 734   ; 734   ; 734   ;       ;29            ;
20.05.2007; 725   ; 725   ; 725   ;       ;29            ;
21.05.2007; 725   ; 725   ; 725   ;       ;29            ;
22.05.2007; 730   ; 730   ; 730   ;       ;29            ;
23.05.2007; 731   ; 731   ; 731   ;       ;29            ;
24.05.2007; 739   ; 739   ; 739   ;       ;29            ;
25.05.2007; 756   ; 756   ; 756   ;       ;29            ;
26.05.2007; 783   ; 783   ; 783   ;       ;29            ;
27.05.2007; 799   ; 799   ; 799   ;       ;29            ;
28.05.2007; 813   ; 813   ; 813   ;       ;29            ;
29.05.2007; 831   ; 831   ; 831   ;       ;29            ;
30.05.2007; 846   ; 846   ; 846   ;       ;29            ;
31.05.2007; 857   ; 857   ; 857   ;       ;29            ;
01.06.2007; 854   ; 854   ; 854   ;       ;29            ;
02.06.2007; 842   ; 842   ; 842   ;       ;29            ;
03.06.2007; 827   ; 827   ; 827   ;       ;29            ;
04.06.2007; 814   ; 814   ; 814   ;       ;29            ;
05.06.2007; 806   ; 806   ; 806   ;       ;29            ;
06.06.2007; 807   ; 807   ; 807   ;       ;29            ;
07.06.2007; 813   ; 813   ; 813   ;       ;29            ;
08.06.2007; 817   ; 817   ; 817   ;       ;29            ;
09.06.2007; 815   ; 815   ; 815   ;       ;29            ;
10.06.2007; 808   ; 808   ; 808   ;       ;29            ;
11.06.2007; 798   ; 798   ; 798   ;       ;29            ;
12.06.2007; 788   ; 788   ; 788   ;       ;29            ;
13.06.2007; 776   ; 776   ; 776   ;       ;29            ;
14.06.2007; 765   ; 765   ; 765   ;       ;29            ;
15.06.2007; 756   ; 756   ; 756   ;       ;29            ;
16.06.2007; 744   ; 744   ; 744   ;       ;29            ;
17.06.2007; 733   ; 733   ; 733   ;       ;29            ;
18.06.2007; 729   ; 729   ; 729   ;       ;29            ;
19.06.2007; 722   ; 722   ; 722   ;       ;29            ;
20.06.2007; 713   ; 713   ; 713   ;       ;29            ;
21.06.2007; 702   ; 702   ; 702   ;       ;29            ;
22.06.2007; 688   ; 688   ; 688   ;       ;29            ;
23.06.2007; 672   ; 672   ; 672   ;       ;29            ;
24.06.2007; 657   ; 657   ; 657   ;       ;29            ;
25.06.2007; 651   ; 651   ; 651   ;       ;29            ;
26.06.2007; 653   ; 653   ; 653   ;       ;29            ;
27.06.2007; 663   ; 663   ; 663   ;       ;29            ;
28.06.2007; 668   ; 668   ; 668   ;       ;29            ;
29.06.2007; 667   ; 667   ; 667   ;       ;29            ;
30.06.2007; 660   ; 660   ; 660   ;       ;29            ;
01.07.2007; 657   ; 657   ; 657   ;       ;29            ;
02.07.2007; 655   ; 655   ; 655   ;       ;29            ;
03.07.2007; 657   ; 657   ; 657   ;       ;29            ;
04.07.2007; 662   ; 662   ; 662   ;       ;29            ;
05.07.2007; 666   ; 666   ; 666   ;       ;29            ;
06.07.2007; 668   ; 668   ; 668   ;       ;29            ;
07.07.2007; 667   ; 667   ; 667   ;       ;29            ;
08.07.2007; 671   ; 671   ; 671   ;       ;29            ;
09.07.2007; 675   ; 675   ; 675   ;       ;29            ;
10.07.2007; 678   ; 678   ; 678   ;       ;29            ;
11.07.2007; 680   ; 680   ; 680   ;       ;29            ;
12.07.2007; 676   ; 676   ; 676   ;       ;29            ;
13.07.2007; 668   ; 668   ; 668   ;       ;29            ;
14.07.2007; 655   ; 655   ; 655   ;       ;29            ;
15.07.2007; 639   ; 639   ; 639   ;       ;29            ;
16.07.2007; 626   ; 626   ; 626   ;       ;30            ;
17.07.2007; 613   ; 613   ; 613   ;       ;29            ;
18.07.2007; 603   ; 603   ; 603   ;       ;29            ;
19.07.2007; 600   ; 600   ; 600   ;       ;29            ;
20.07.2007; 600   ; 600   ; 600   ;       ;29            ;
21.07.2007; 600   ; 600   ; 600   ;       ;29            ;
22.07.2007; 599   ; 599   ; 599   ;       ;29            ;
23.07.2007; 602   ; 602   ; 602   ;       ;30            ;
24.07.2007; 615   ; 615   ; 615   ;       ;29            ;
25.07.2007; 630   ; 630   ; 630   ;       ;29            ;
26.07.2007; 651   ; 651   ; 651   ;       ;29            ;
27.07.2007; 674   ; 674   ; 674   ;       ;29            ;
28.07.2007; 704   ; 704   ; 704   ;       ;29            ;
29.07.2007; 729   ; 729   ; 729   ;       ;29            ;
30.07.2007; 751   ; 751   ; 751   ;       ;29            ;
31.07.2007; 776   ; 776   ; 776   ;       ;29            ;
01.08.2007; 795   ; 795   ; 798   ;       ;29            ;
02.08.2007; 804   ; 804   ; 804   ;       ;29            ;
03.08.2007; 811   ; 811   ; 811   ;       ;29            ;
04.08.2007; 812   ; 812   ; 812   ;       ;29            ;
05.08.2007; 807   ; 807   ; 807   ;       ;29            ;
06.08.2007; 800   ; 800   ; 800   ;       ;29            ;
07.08.2007; 792   ; 792   ; 792   ;       ;29            ;
08.08.2007; 782   ; 782   ; 782   ;       ;29            ;
09.08.2007; 771   ; 771   ; 771   ;       ;29            ;
10.08.2007; 763   ; 763   ; 763   ;       ;29            ;
11.08.2007; 758   ; 758   ; 758   ;       ;29            ;
12.08.2007; 756   ; 756   ; 756   ;       ;29            ;
13.08.2007; 755   ; 755   ; 755   ;       ;29            ;
14.08.2007; 759   ; 759   ; 759   ;       ;29            ;
15.08.2007; 763   ; 763   ; 763   ;       ;29            ;
16.08.2007; 765   ; 765   ; 765   ;       ;29            ;
17.08.2007; 762   ; 762   ; 762   ;       ;29            ;
18.08.2007; 757   ; 757   ; 757   ;       ;29            ;
19.08.2007; 760   ; 760   ; 760   ;       ;29            ;
20.08.2007; 762   ; 762   ; 762   ;       ;29            ;
21.08.2007; 762   ; 762   ; 762   ;       ;30            ;
22.08.2007; 768   ; 768   ; 768   ;       ;29            ;
23.08.2007; 774   ; 774   ; 774   ;       ;29            ;
24.08.2007; 777   ; 777   ; 777   ;       ;29            ;
25.08.2007; 779   ; 779   ; 779   ;       ;29            ;
26.08.2007; 773   ; 773   ; 773   ;       ;29            ;
27.08.2007; 764   ; 764   ; 764   ;       ;29            ;
28.08.2007; 754   ; 754   ; 754   ;       ;29            ;
29.08.2007; 758   ; 758   ; 758   ;       ;29            ;
30.08.2007; 771   ; 771   ; 771   ;       ;29            ;
31.08.2007; 786   ; 786   ; 786   ;       ;29            ;
01.09.2007; 800   ; 800   ; 800   ;       ;29            ;
02.09.2007; 802   ; 802   ; 802   ;       ;29            ;
03.09.2007; 803   ; 803   ; 803   ;       ;29            ;
04.09.2007; 808   ; 808   ; 808   ;       ;29            ;
05.09.2007; 808   ; 808   ; 808   ;       ;29            ;
06.09.2007; 808   ; 808   ; 808   ;       ;29            ;
07.09.2007; 806   ; 806   ; 806   ;       ;29            ;
08.09.2007; 804   ; 804   ; 804   ;       ;29            ;
09.09.2007; 804   ; 804   ; 804   ;       ;29            ;
10.09.2007; 795   ; 795   ; 795   ;       ;29            ;
11.09.2007; 782   ; 782   ; 782   ;       ;29            ;
12.09.2007; 767   ; 767   ; 767   ;       ;29            ;
13.09.2007; 752   ; 752   ; 752   ;       ;29            ;
14.09.2007; 743   ; 743   ; 743   ;       ;29            ;
15.09.2007; 736   ; 736   ; 736   ;       ;29            ;
16.09.2007; 728   ; 728   ; 728   ;       ;29            ;
17.09.2007; 726   ; 726   ; 726   ;       ;29            ;
18.09.2007; 721   ; 721   ; 721   ;       ;29            ;
19.09.2007; 717   ; 714   ; 717   ;       ;29            ;
20.09.2007; 709   ; 709   ; 709   ;       ;29            ;
21.09.2007; 704   ; 704   ; 704   ;       ;29            ;
22.09.2007; 697   ; 697   ; 697   ;       ;29            ;
23.09.2007; 688   ; 688   ; 688   ;       ;29            ;
24.09.2007; 683   ; 683   ; 683   ;       ;29            ;
25.09.2007; 682   ; 682   ; 682   ;       ;29            ;
26.09.2007; 678   ; 678   ; 678   ;       ;29            ;
27.09.2007; 677   ; 677   ; 677   ;       ;29            ;
28.09.2007; 675   ; 675   ; 675   ;       ;29            ;
29.09.2007; 671   ; 671   ; 671   ;       ;29            ;
30.09.2007; 671   ; 671   ; 671   ;       ;29            ;
01.10.2007; 670   ; 670   ; 670   ;       ;29            ;
02.10.2007; 667   ; 667   ; 667   ;       ;29            ;
03.10.2007; 662   ; 662   ; 662   ;       ;29            ;
04.10.2007; 653   ; 653   ; 653   ;       ;29            ;
05.10.2007; 652   ; 652   ; 652   ;       ;29            ;
06.10.2007; 647   ; 647   ; 647   ;       ;29            ;
07.10.2007; 644   ; 644   ; 644   ;       ;29            ;
08.10.2007; 639   ; 639   ; 639   ;       ;30            ;
09.10.2007; 637   ; 637   ; 637   ;       ;29            ;
10.10.2007; 634   ; 634   ; 634   ;       ;29            ;
11.10.2007; 633   ; 633   ; 633   ;       ;29            ;
12.10.2007; 630   ; 630   ; 634   ;       ;30            ;
13.10.2007; 630   ; 630   ; 630   ;       ;30            ;
14.10.2007; 633   ; 633   ; 633   ;       ;29            ;
15.10.2007; 621   ; 621   ; 621   ;       ;29            ;
16.10.2007; 611   ; 611   ; 611   ;       ;29            ;
17.10.2007; 601   ; 601   ; 601   ;       ;29            ;
18.10.2007; 593   ; 593   ; 593   ;       ;30            ;
19.10.2007; 584   ; 582   ; 584   ;       ;30            ;
20.10.2007; 583   ; 583   ; 583   ;       ;30            ;
21.10.2007; 582   ; 582   ; 582   ;       ;29            ;
22.10.2007; 580   ; 580   ; 580   ;       ;30            ;
23.10.2007; 580   ; 580   ; 580   ;       ;29            ;
24.10.2007; 574   ; 574   ; 574   ;       ;29            ;
25.10.2007; 571   ; 571   ; 571   ;       ;30            ;
26.10.2007; 565   ; 565   ; 565   ;       ;29            ;
27.10.2007; 558   ; 558   ; 558   ;       ;29            ;
28.10.2007; 550   ; 550   ; 550   ;       ;29            ;
29.10.2007; 544   ; 544   ; 544   ;       ;29            ;
30.10.2007; 542   ; 542   ; 542   ;       ;29            ;
31.10.2007; 542   ; 542   ; 542   ;       ;29            ;
01.11.2007; 540   ; 540   ; 540   ;       ;29            ;
02.11.2007; 539   ; 539   ; 539   ;       ;29            ;
03.11.2007; 532   ; 532   ; 532   ;       ;29            ;
04.11.2007; 527   ; 527   ; 527   ;       ;29            ;
05.11.2007; 523   ; 523   ; 523   ;       ;29            ;
06.11.2007; 520   ; 520   ; 520   ;       ;29            ;
07.11.2007; 517   ; 517   ; 517   ;       ;29            ;
08.11.2007; 512   ; 512   ; 512   ;       ;29            ;
09.11.2007; 508   ; 508   ; 508   ;       ; 1            ;
10.11.2007; 505   ; 505   ; 505   ;       ;29            ;
11.11.2007; 503   ; 503   ; 503   ;       ; 1            ;
12.11.2007; 501   ; 501   ; 501   ;       ;29            ;
13.11.2007; 497   ; 497   ; 497   ;       ;29            ;
14.11.2007; 489   ; 489   ; 489   ;       ; 4, 1         ;
15.11.2007; 483   ; 483   ; 483   ;       ; 9, 2         ;
16.11.2007; 469   ; 469   ; 469   ;       ; 9, 2         ;
17.11.2007; 460   ; 460   ; 460   ;       ; 9, 2         ;
18.11.2007; 466   ; 466   ; 466   ;       ; 9, 2         ;
19.11.2007; 461   ; 461   ; 461   ;       ; 9, 2         ;
20.11.2007; 458   ; 458   ; 458   ;       ; 9, 2         ;
21.11.2007; 457   ; 457   ; 457   ;       ; 9, 2         ;
22.11.2007; 428   ; 428   ; 428   ;       ;14,16,15      ;
23.11.2007; 450   ; 450   ; 450   ;       ;14,16,15      ;
24.11.2007; 457   ; 457   ; 457   ;       ;14,16         ;
25.11.2007; 482   ; 482   ; 482   ;       ;14,16         ;
26.11.2007; 499   ; 499   ; 499   ;       ;14,16         ;
27.11.2007; 501   ; 501   ; 501   ;       ;14,16         ;
28.11.2007; 506   ; 506   ; 506   ;       ;14,16         ;
29.11.2007; 512   ; 512   ; 512   ;       ;14,16         ;
30.11.2007; 512   ; 512   ; 512   ;       ;14,16         ;
01.12.2007; 513   ; 513   ; 513   ;       ;14,16         ;
02.12.2007; 511   ; 511   ; 511   ;       ;14,16         ;
03.12.2007; 508   ; 508   ; 508   ;       ;14,16         ;
04.12.2007; 505   ; 505   ; 505   ;       ;14,16         ;
05.12.2007; 504   ; 504   ; 504   ;       ;14,16         ;
06.12.2007; 502   ; 502   ; 502   ;       ;14,16         ;
07.12.2007; 496   ; 496   ; 496   ;       ;14,16         ;
08.12.2007; 492   ; 492   ; 492   ;       ;14,16         ;
09.12.2007; 491   ; 491   ; 491   ;       ;14,16         ;
10.12.2007; 493   ; 493   ; 493   ;       ;14,16         ;
11.12.2007; 496   ; 496   ; 496   ;       ;16            ;
12.12.2007; 501   ; 501   ; 501   ;       ;16            ;
13.12.2007; 504   ; 504   ; 504   ;       ;16            ;
14.12.2007; 513   ; 513   ; 513   ;       ;16            ;
15.12.2007; 520   ; 520   ; 520   ;       ;16            ;
16.12.2007; 524   ; 524   ; 524   ;       ;16            ;
17.12.2007; 525   ; 525   ; 525   ;       ;16            ;
18.12.2007; 523   ; 523   ; 523   ;       ;16            ;
19.12.2007; 518   ; 518   ; 518   ;       ;16            ;
20.12.2007; 518   ; 518   ; 518   ;       ;16            ;
21.12.2007; 516   ; 516   ; 516   ;       ;16            ;
22.12.2007; 517   ; 517   ; 517   ;       ;16            ;
23.12.2007; 519   ; 519   ; 519   ;       ;16            ;
24.12.2007; 520   ; 520   ; 520   ;       ;16            ;
25.12.2007; 522   ; 522   ; 522   ;       ;16            ;
26.12.2007; 521   ; 521   ; 521   ;       ;16            ;
27.12.2007; 521   ; 521   ; 521   ;       ;16            ;
28.12.2007; 518   ; 518   ; 518   ;       ;16            ;
29.12.2007; 515   ; 515   ; 515   ;       ;16            ;
30.12.2007; 513   ; 513   ; 513   ;       ;16            ;
31.12.2007; 510   ; 510   ; 510   ;       ;16            ;
01.01.2008; 509   ; 509   ; 509   ;       ;16            ;
02.01.2008; 509   ; 509   ; 509   ;       ;16            ;
03.01.2008; 511   ; 511   ; 511   ;       ;16            ;
04.01.2008; 509   ; 509   ; 509   ;       ;16            ;
05.01.2008; 508   ; 508   ; 508   ;       ;16            ;
06.01.2008; 507   ; 507   ; 507   ;       ;16            ;
07.01.2008; 505   ; 505   ; 505   ;       ;16            ;
08.01.2008; 502   ; 502   ; 502   ;       ;16            ;
09.01.2008; 498   ; 498   ; 498   ;       ;16            ;
10.01.2008; 494   ; 494   ; 494   ;       ;16            ;
11.01.2008; 491   ; 491   ; 491   ;       ;16            ;
12.01.2008; 491   ; 491   ; 491   ;       ;16            ;
13.01.2008; 492   ; 492   ; 492   ;       ;16            ;
14.01.2008; 493   ; 493   ; 493   ;       ;16            ;
15.01.2008; 494   ; 494   ; 494   ;       ;16            ;
16.01.2008; 496   ; 496   ; 496   ;       ;16            ;
17.01.2008; 497   ; 497   ; 497   ;       ;16            ;
18.01.2008; 500   ; 500   ; 500   ;       ;16            ;
19.01.2008; 498   ; 498   ; 498   ;       ;16            ;
20.01.2008; 496   ; 496   ; 496   ;       ;16            ;
21.01.2008; 494   ; 494   ; 494   ;       ;16            ;
22.01.2008; 494   ; 494   ; 494   ;       ;16            ;
23.01.2008; 494   ; 494   ; 494   ;       ;16            ;
24.01.2008; 495   ; 495   ; 495   ;       ;16            ;
25.01.2008; 495   ; 495   ; 495   ;       ;16            ;
26.01.2008; 495   ; 495   ; 495   ;       ;16            ;
27.01.2008; 494   ; 494   ; 494   ;       ;16            ;
28.01.2008; 494   ; 494   ; 494   ;       ;16            ;
29.01.2008; 493   ; 493   ; 493   ;       ;16            ;
30.01.2008; 493   ; 493   ; 493   ;       ;16            ;
31.01.2008; 494   ; 494   ; 494   ;       ;16            ;
01.02.2008; 493   ; 493   ; 493   ;       ;16            ;
02.02.2008; 490   ; 490   ; 490   ;       ;16            ;
03.02.2008; 486   ; 486   ; 486   ;       ;16            ;
04.02.2008; 483   ; 483   ; 483   ;       ;16            ;
05.02.2008; 480   ; 480   ; 480   ;       ;16            ;
06.02.2008; 478   ; 478   ; 478   ;       ;16            ;
07.02.2008; 476   ; 476   ; 476   ;       ;16            ;
08.02.2008; 475   ; 475   ; 475   ;       ;16            ;
09.02.2008; 474   ; 474   ; 474   ;       ;16            ;
10.02.2008; 476   ; 476   ; 476   ;       ;16            ;
11.02.2008; 476   ; 476   ; 476   ;       ;16            ;
12.02.2008; 477   ; 477   ; 477   ;       ;16            ;
13.02.2008; 477   ; 477   ; 477   ;       ;16            ;
14.02.2008; 476   ; 476   ; 476   ;       ;16            ;
15.02.2008; 474   ; 474   ; 474   ;       ;16            ;
16.02.2008; 473   ; 473   ; 473   ;       ;16            ;
17.02.2008; 472   ; 472   ; 472   ;       ;16            ;
18.02.2008; 472   ; 472   ; 472   ;       ;16            ;
19.02.2008; 474   ; 474   ; 474   ;       ;16            ;
20.02.2008; 478   ; 478   ; 478   ;       ;16            ;
21.02.2008; 483   ; 483   ; 483   ;       ;16            ;
22.02.2008; 485   ; 485   ; 485   ;       ;16            ;
23.02.2008; 485   ; 485   ; 485   ;       ;16            ;
24.02.2008; 486   ; 486   ; 486   ;       ;16            ;
25.02.2008; 487   ; 487   ; 487   ;       ;16            ;
26.02.2008; 485   ; 485   ; 485   ;       ;16            ;
27.02.2008; 486   ; 486   ; 486   ;       ;16            ;
28.02.2008; 488   ; 488   ; 488   ;       ;16            ;
29.02.2008; 490   ; 490   ; 490   ;       ;16            ;
01.03.2008; 490   ; 490   ; 490   ;       ;16            ;
02.03.2008; 488   ; 488   ; 488   ;       ;16            ;
03.03.2008; 486   ; 486   ; 486   ;       ;16            ;
04.03.2008; 485   ; 485   ; 485   ;       ;16            ;
05.03.2008; 481   ; 481   ; 481   ;       ;16            ;
06.03.2008; 481   ; 481   ; 481   ;       ;15            ;
07.03.2008; 483   ; 483   ; 483   ;       ;15            ;
08.03.2008; 484   ; 484   ; 484   ;       ;15            ;
09.03.2008; 487   ; 487   ; 487   ;       ;15            ;
10.03.2008; 488   ; 488   ; 488   ;       ;15            ;
11.03.2008; 489   ; 489   ; 489   ;       ;15            ;
12.03.2008; 488   ; 488   ; 488   ;       ;15            ;
13.03.2008; 489   ; 489   ; 489   ;       ;15            ;
14.03.2008; 490   ; 490   ; 490   ;       ;15            ;
15.03.2008; 490   ; 490   ; 490   ;       ;15            ;
16.03.2008; 489   ; 489   ; 489   ;       ;15            ;
17.03.2008; 487   ; 487   ; 487   ;       ;15            ;
18.03.2008; 485   ; 485   ; 485   ;       ;15            ;
19.03.2008; 484   ; 484   ; 484   ;       ;15            ;
20.03.2008; 485   ; 485   ; 485   ;       ;15            ;
21.03.2008; 486   ; 486   ; 486   ;       ;15            ;
22.03.2008; 488   ; 488   ; 488   ;       ;15            ;
23.03.2008; 489   ; 489   ; 489   ;       ;15            ;
24.03.2008; 494   ; 494   ; 494   ;       ;15            ;
25.03.2008; 498   ; 498   ; 498   ;       ;23            ;
26.03.2008; 503   ; 503   ; 503   ;       ;23            ;
27.03.2008; 507   ; 507   ; 507   ;       ;23            ;
28.03.2008; 511   ; 511   ; 511   ;       ;23            ;
29.03.2008; 515   ; 515   ; 515   ;       ;23            ;
30.03.2008; 517   ; 517   ; 517   ;       ;23            ;
31.03.2008; 521   ; 521   ; 521   ;       ;23            ;
01.04.2008; 523   ; 523   ; 523   ;       ;23            ;
02.04.2008; 528   ; 528   ; 528   ;       ;48,23         ;
03.04.2008; 535   ; 535   ; 535   ;       ;26,25         ;
04.04.2008; 546   ; 546   ; 546   ;       ;26            ;
05.04.2008; 540   ; 540   ; 540   ;       ;26,25         ;
06.04.2008; 530   ; 530   ; 530   ;       ;26,25         ;
07.04.2008; 587   ; 550   ; 618   ;       ; 9,26,25      ;
08.04.2008; 637   ; 628   ; 653   ;       ; 9, 8,27      ;
09.04.2008; 597   ; 557   ; 635   ;       ; 8,27         ;
10.04.2008; 553   ; 550   ; 555   ;       ; 8,27         ;
11.04.2008; 560   ; 558   ; 565   ;       ; 9, 8,27      ;
12.04.2008; 562   ; 558   ; 569   ;       ; 9, 8,29      ;
13.04.2008; 569   ; 566   ; 572   ;       ; 9, 8         ;
14.04.2008; 570   ; 549   ; 583   ;       ; 8            ;
15.04.2008; 529   ; 514   ; 533   ;       ; 8            ;
16.04.2008; 505   ; 505   ; 505   ;       ;29            ;
17.04.2008; 517   ; 517   ; 517   ;       ;29            ;
18.04.2008; 513   ; 513   ; 513   ;       ;29            ;
19.04.2008; 500   ; 500   ; 500   ;       ;29            ;
20.04.2008; 505   ; 505   ; 505   ;       ;29            ;
21.04.2008; 507   ; 507   ; 507   ;       ;29            ;
22.04.2008; 502   ; 502   ; 502   ;       ;29            ;
23.04.2008; 500   ; 500   ; 500   ;       ;29            ;
24.04.2008; 510   ; 510   ; 510   ;       ;29            ;
25.04.2008; 512   ; 512   ; 512   ;       ;29            ;
26.04.2008; 517   ; 517   ; 517   ;       ;29            ;
27.04.2008; 523   ; 523   ; 523   ;       ;29            ;
28.04.2008; 537   ; 537   ; 537   ;       ;29            ;
29.04.2008; 544   ; 544   ; 544   ;       ;29            ;
30.04.2008; 543   ; 543   ; 543   ;       ;29            ;
01.05.2008; 541   ; 541   ; 541   ;       ;29            ;
02.05.2008; 534   ; 534   ; 534   ;       ;30            ;
03.05.2008; 524   ; 524   ; 524   ;       ;30            ;
04.05.2008; 511   ; 511   ; 511   ;       ;29            ;
05.05.2008; 503   ; 503   ; 503   ;       ;29            ;
06.05.2008; 504   ; 504   ; 504   ;       ;29            ;
07.05.2008; 514   ; 514   ; 514   ;       ;29            ;
08.05.2008; 534   ; 534   ; 534   ;       ;29            ;
09.05.2008; 547   ; 547   ; 547   ;       ;29            ;
10.05.2008; 581   ; 581   ; 581   ;       ;29            ;
11.05.2008; 596   ; 596   ; 596   ;       ;29            ;
12.05.2008; 605   ; 605   ; 605   ;       ;29            ;
13.05.2008; 609   ; 609   ; 609   ;       ;29            ;
